部屋主,取得日,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント
芝ちゃん部屋,2026/07/11,52,最最最高級のお世話して,才女のお世話することになりました OP,angela,ゆに,
タマ部屋,2026/07/11,51,憧憬【パート分け】,落第賢者の学院無双～二度目の転生、Sランクチート魔術師冒険録～ ED,TrySail,ゆーき,
けんちぃ部屋,2026/07/11,51,クスシキ キー変更：-3,薬屋のひとりごと,Mrs. GREEN APPLE,ネム,
ながし部屋,2026/07/11,51,雑踏、僕らの街【LIVE=3rd 咆哮の奏 #20】,ガールズバンドクライ OP,トゲナシトゲアリ,なお,
芝ちゃん部屋,2026/07/11,51,部屋移動の時間です,,,システム,
タマ部屋,2026/07/11,50,マデュアル↔ハート【パート分け】,ヒロイン?聖女?いいえ、オールワークスメイドです(誇)! OP,"メロディ・ウェーブ(CV:宮本侑芽),ルシアナ・ルトルバーグ(CV:大久保瑠美)",にゃむい,
けんちぃ部屋,2026/07/11,50,Hidamari【_Last版】,妻、小学生になる。 ED,Ms.OOJA,けんちぃ,
ながし部屋,2026/07/11,50,瞬発的に恋しよう,ガンバレ!中村くん!!,岡村靖幸・中島健人,みなぴー,オンボーカルで練習しで。 歌える人がいれば。
芝ちゃん部屋,2026/07/11,50,TIME TO COME,スーパーロボット大戦F完結編 IM,岩永雅子,だんちょう,
タマ部屋,2026/07/11,49,奇跡は起きない(アニメ1話のみ)パート分けVer2(on-off),骸骨騎士様、只今異世界へお出掛け中2期,DIALOGUE+,A,
けんちぃ部屋,2026/07/11,49,Ephemeral【※アニメPV版】,魔法少女リリカルなのは EXCEEDS Ed,青木陽菜,ラキア,練習します。
ながし部屋,2026/07/11,49,セツナの愛【LIVE=2019ランティス祭】,文豪ストレイドッグス OP,GRANRODEO,あやめ,
芝ちゃん部屋,2026/07/11,49,迷宮のプリズナー,スーパーロボット大戦 ORIGINAL GENERATION THE ANIMATION OP,JAM Project,おげ3,
タマ部屋,2026/07/11,48,マジカルランデブー(on-vc)パート分け,魔法の姉妹ルルットリリィ,ルルットリリィ,タマ兄,
けんちぃ部屋,2026/07/11,48,楽園 キー変更：-3,スパイ教室 OP2,nonoc,千秋,久しぶりに
ながし部屋,2026/07/11,48,怪獣の花唄,ホロライブ 5th Anniversary LIVE,紫咲シオン,ながし,
芝ちゃん部屋,2026/07/11,48,魔法少女マジカルたん!,もえたん,虹原いんく (田村ゆかり)、黒威すみ (戸松遥)、白鳥ありす (名塚佳織)『on-off』※パート分け有り,三岬加奈,
タマ部屋,2026/07/11,47,STEP【パート分け】,ニセコイ OP 2,ClariS,ハピネス,
けんちぃ部屋,2026/07/11,47,ROCKET【アニメ映像ver1.0・2話+番宣映像】,Dr.STONE ED8,BURNOUT SYNDROMES,hossy,
ながし部屋,2026/07/11,47,戦場の華,最後にひとつだけお願いしてもよろしいでしょうか OP,CHiCO with HoneyWorks,タカヒロ,
芝ちゃん部屋,2026/07/11,47,花が散る世界【耳コピ】,ルクセンダルク大紀行,Linked Horizon,みなみ,
タマ部屋,2026/07/11,46,君のせいで愛してる キー変更：-2,愛してるゲームを終わらせたい,CHiCO with HoneyWorks,ゆーき,よろしくお願いします
けんちぃ部屋,2026/07/11,46,感情グラス【ED4 第4話 ED 遊佐あかね100%映像】,上伊那ぼたん、酔へる姿は百合の花,遊佐あかね(CV:天海由梨奈),ネム,EDの方なら大丈夫やろ
ながし部屋,2026/07/11,46,花びらメモリーズ,アイドルマスター ミリオンライブ! シアターデイズ IN,白石紬(南早紀)・佐竹美奈子(大関英里)・周防桃子(渡部恵子)・所恵美(藤井ゆきよ),なお,
芝ちゃん部屋,2026/07/11,46,ミラクル☆ツインスマイル【パート分け有】,ひみつのアイプリ In,ポッピンドリーミン,芝ちゃん,
タマ部屋,2026/07/11,45,夏に重ねて 1話のみ(on-off)パート分け,転校先の清楚可憐な美少女が、昔男子と思って一緒に遊んだ幼馴染だった件,DIALOGUE+,にゃむい,
けんちぃ部屋,2026/07/11,45,嗚呼、我が浪漫の道よ,骸骨騎士様、只今異世界へお出掛け中 OP,PelleK,けんちぃ,練習する
ながし部屋,2026/07/11,45,リンクス【パート分け】,魔法少女まどか☆マギカ IM,ClariS,みなぴー,オンボーカルで入っています。 3人パート分けでお願いします。
芝ちゃん部屋,2026/07/11,45,悲しいギャップはDESTINY,ゴーストスイーパー美神,國府田マリ子,だんちょう,
タマ部屋,2026/07/11,44,零【Ver2 最終話まで】,リィンカーネーションの花弁,Sizuk,A,よろしくお願いします
けんちぃ部屋,2026/07/11,44,綻び花よまた咲き誇れ【第11話 挿入歌】,貴族転生 ～恵まれた生まれから最強の力を得る～,アリーチェ(CV:橘杏咲),ラキア,
ながし部屋,2026/07/11,44,キュートなキューたい【※パート分け(Full.size)】,ポケットモンスター Ed,CUITIE STREET,あやめ,
芝ちゃん部屋,2026/07/11,44,朝と夜の物語【ロマコン】,Roman,Sound Horizon,おげ3,
タマ部屋,2026/07/11,43,センパイ。,好きになるその瞬間を。～告白実行委員会～】【OP,HoneyWorks meets TrySail,タマ兄,
けんちぃ部屋,2026/07/11,43,透明,氷の城壁 OP,Novelbright,千秋,
ながし部屋,2026/07/11,43,オトメノホンキ【パート分け】 キー変更：-2,乙女怪獣キャラメリゼ,HoneyWorks feat.ハコニワリリィ,ながし,
芝ちゃん部屋,2026/07/11,43,カメリア,エリスの聖杯 ED,田村ゆかり,三岬加奈,
タマ部屋,2026/07/11,42,MONSTER,ようこそ実力至上主義の教室へ 4th Season 2年生編1学期,藍井エイル,ハピネス,よろしくお願いいたします。
けんちぃ部屋,2026/07/11,42,君のせいで愛してる【Ver2 最終話まで】,愛してるゲームを終わらせたい,CHiCO with HoneyWorks,hossy,よろしくお願いします🙏
ながし部屋,2026/07/11,42,果てのない旅,最弱テイマーはゴミ拾いの旅を始めました,鈴木愛奈,タカヒロ,
芝ちゃん部屋,2026/07/11,42,憧憬と屍の道,進撃の巨人 OP,Linked Horizon,みなみ,
加古部屋,2026/07/11,42,潜在的なアイ【最終話まで】,Fate/strange Fake ED,13.3g,みなみ,
タマ部屋,2026/07/11,41,まごころ My Heart【パート分け】,追放者食堂へようこそ! ED,超ときめき♡宣伝部,ぴぴ,まだ歌ったことないので練習したい
けんちぃ部屋,2026/07/11,41,Thankful feat.やなぎなぎ,笑顔のたえない職場です。 ED,Sizuk,ネム,よろしくお願いします
ながし部屋,2026/07/11,41,アイコトバ/DISH/,うちの弟どもがすみません OP,,なお,
芝ちゃん部屋,2026/07/11,41,あっちゃこっちゃゲーム,アイドルタイム プリパラ In,虹色にの(CV大地葉),芝ちゃん,
加古部屋,2026/07/11,41,プライド,ゴーストコンサート : missing Songs ED,相葉芹亜(CV:藤寺美徳)&ラクシュミバーイ(CV:高垣彩陽),加古,
タマ部屋,2026/07/11,40,カウントダウンラブ【パート分け】,アイドルマスター シャイニーカラーズ,I'm a Cutie Finder,あやめ,メイド
けんちぃ部屋,2026/07/11,40,明日への扉,お隣の天使様にいつの間にか駄目人間にされていた件2 ED4,"高橋未奈美,佐倉綾音",けんちぃ,
ながし部屋,2026/07/11,40,まごころ My Heart【パート分け】,追放者食堂へようこそ! ED,超ときめき♡宣伝部,みなぴー,オンボーカルです。 6人パート分けしよう。
芝ちゃん部屋,2026/07/11,40,レスキューファイアー【Live】,トミカヒーロー レスキュー ファイアー OP 1,JAM Project,だんちょう,
加古部屋,2026/07/11,40,シルベ(最終話反映),勇者パーティを追い出された器用貧乏 OP,常闇トワ,てぃーせぶん,ボーカルのトワ様大好きです！
タマ部屋,2026/07/11,39,IGNITE,ソードアート・オンラインII OP 1,藍井エイル,hossy,
けんちぃ部屋,2026/07/11,39,アイヴイ,学園アイドルマスター IN,月村手毬(小鹿なお),ラキア,よろしくお願いします。
ながし部屋,2026/07/11,39,ファタール【パート分け】,【推しの子】 OP2,GEMN,あやめ,よろしくっ(*｀･ω・)ゞ
芝ちゃん部屋,2026/07/11,39,Realize!【パート分け】 キー変更：-2,プリパラ OP,i☆Ris,おげ3,
加古部屋,2026/07/11,39,GATE II～世界を超えて～,GATE 自衛隊 彼の地にて、斯く戦えり OP 2,岸田教団&The明星ロケッツ,ヒサボウ,
芝ちゃん部屋,2026/07/11,38,夢のつづき,サクラ大戦 ED,ベイビーレイズ,三岬加奈,
タマ部屋,2026/07/11,38,アイデン貞貞メルトダウン まひろ&みはりver.【パート分け】,お兄ちゃんはおしまい!,緒山まひろ(CV.高野麻里佳)、緒山みはり(CV.石原夏織),naoo,全員いけるかな
けんちぃ部屋,2026/07/11,38,リーチライト キー変更：-4,杖と剣のウィストリア ED2,シユイ,千秋,よろしくお願いしますん
ながし部屋,2026/07/11,38,Stella【_アニメMV版】,天幕のジャードゥーガル OP,SEKAI NO OWARI,ながし,
加古部屋,2026/07/11,38,I believe what you said,ひぐらしのなく頃に 業 OP,亜咲花,みなみ,
芝ちゃん部屋,2026/07/11,37,侵略する者される者【LIVE】,聖戦のイベリア,Sound Horizon,みなみ,
タマ部屋,2026/07/11,37,オトメノホンキ【パート分け】,乙女怪獣キャラメリゼ,HoneyWorks feat.ハコニワリリィ,タマ兄,
けんちぃ部屋,2026/07/11,37,小休止,,,小休止,
ながし部屋,2026/07/11,37,カラフル,劇場版 魔法少女まどか☆マギカ新編叛逆の物語 主題歌,ClariS,タカヒロ,
加古部屋,2026/07/11,37,キン肉マン英雄,キン肉マン 完璧超人始祖編,遠藤正明,スガ,
芝ちゃん部屋,2026/07/11,36,アナタボシ【パート分け有】,きらりん☆レボリューション Op,MilkyWay,芝ちゃん,
タマ部屋,2026/07/11,36,夏祭り,お隣の天使様にいつの間にか駄目人間にされていた件2 ED2,椎名真昼,ぴぴ,
けんちぃ部屋,2026/07/11,36,GO!GO!MANIAC(4パート分け),ばっどがーる カバー,天狼群,にゃむい,
ながし部屋,2026/07/11,36,名前を呼ぶよ,文豪ストレイドッグス ED,中島敦(CV:上村祐翔),ハピネス,
加古部屋,2026/07/11,36,業魂REQUIEMER,ゴーストコンサート : missing Songs OP,"藤寺美徳,相葉芹亜",加古,
芝ちゃん部屋,2026/07/11,35,Sunday Island,恐竜冒険記ジュラトリッパー Ed,國府田マリ子,だんちょう,
タマ部屋,2026/07/11,35,ひなたぼっこ【_パート分け】,令和のダラさん ED,REIRIE,あやめ,聞き慣れねば
けんちぃ部屋,2026/07/11,35,ray 超かぐや姫! Version(パート分け),超かぐや姫! ED,月見ヤチヨ(早見沙織)&かぐや(夏吉ゆうこ),タカヒロ,
ながし部屋,2026/07/11,35,Hide&Seek(on-off)パート分け,RELEASE THE SPYCE,ツキカゲ,ラキア,
加古部屋,2026/07/11,35,片翼の鳥,うみねこのなく頃に OP,志方あきこ,てぃーせぶん,うみねこ アニメOP大好きです。
芝ちゃん部屋,2026/07/11,34,石畳の緋き悪魔【PV】,聖戦のイベリア,Sound Horizon,おげ3,
タマ部屋,2026/07/11,34,Only (feat. Kotoha),パーティーから追放されたその治癒師、実は最強につき ED,Sizuk,hossy,
けんちぃ部屋,2026/07/11,34,憧憬(修正1)【※パート分け(本編1話)】,落第賢者の学院無双～二度目の転生、Sランクチート魔術師冒険録～ Ed,TrySail,ゆーき,
ながし部屋,2026/07/11,34,迷星叫,BanG Dream! IM,MyGO!!!!!,ネム,
加古部屋,2026/07/11,34,CENTURY COLOR,∀ガンダム OP,RAY-GUNS,ヒサボウ,
芝ちゃん部屋,2026/07/11,33,月下の決闘者【パート分け】,ひぐらしのなく頃に Im,TERRA片霧烈火,三岬加奈,
タマ部屋,2026/07/11,33,Pray Pray Pray(パート分け)【ver2】,甘神さんちの縁結び,甘神三姉妹,naoo,
けんちぃ部屋,2026/07/11,33,アンノウンミー,無自覚聖女は今日も無意識に力を垂れ流す EP,ウタヒメドリーム オールスターズ,けんちぃ,
ながし部屋,2026/07/11,33,Trust in you,デート・ア・ライブII,sweet ARMS,A,
加古部屋,2026/07/11,33,恐れ入ります、すみません,ヘタリア(日本),高橋広樹,みなみ,
タマ部屋,2026/07/11,32,Yummy Yummy【パート分け】,日本へようこそエルフさん。 ED,"樋口楓,叶",タマ兄,
芝ちゃん部屋,2026/07/11,32,黒の予言書【ひぐらしのなく頃にMAD】,Chronicle 2nd,Sound Horizon,みなみ,
けんちぃ部屋,2026/07/11,32,あぶく,LIAR GAME,ヨルシカ,はせ,
ながし部屋,2026/07/11,32,spiral【パート分けver2.0】,無職転生II～異世界行ったら本気だす～ OP,LONGMAN,ながし,
加古部屋,2026/07/11,32,恐れ入ります、すみません,ヘタリア(日本),高橋広樹,みなみ,
タマ部屋,2026/07/11,31,マデュアル↔ハート【パート分け】,ヒロイン?聖女?いいえ、オールワークスメイドです(誇)! OP,"メロディ・ウェーブ(CV:宮本侑芽),ルシアナ・ルトルバーグ(CV:大久保瑠美)",ぴぴ,まだ、うろ覚えだけど…
芝ちゃん部屋,2026/07/11,31,ALIVE【パート分け有】,プリティーリズム・レインボーライブ IN,雷鼓,芝ちゃん,
けんちぃ部屋,2026/07/11,31,歩拾道,劇場版 BanG Dream! It's MyGO!!!!! ED,MyGO!!!!!,にゃむい,
ながし部屋,2026/07/11,31,あなたの知らないこと,Re:ゼロから始める異世界生活 ED スポット放映 第48話,ラム(CV:村川梨衣),ハピネス,
加古部屋,2026/07/11,31,JINGO JUNGLE,幼女戦記,MYTH & ROID,スガ,
タマ部屋,2026/07/11,30,一二三【浪岡真太郎 大島真帆 パート分けあり】,魔入りました! 入間くん 第4シリーズ,Penthouse,あやめ,
芝ちゃん部屋,2026/07/11,30,Going History,スレイヤーズEX,,だんちょう,
けんちぃ部屋,2026/07/11,30,アンダンテ【パート分け】,狼と香辛料 MERCHANT MEETS THE WISE WOLF,ClariS,タカヒロ,
ながし部屋,2026/07/11,30,Asterism,Fate/kaleid liner プリズマ☆イリヤ 3rei!! OP,ChouCho,ラキア,
加古部屋,2026/07/11,30,神と悪魔,勇者ライディーン,子門真人,toolbox,
タマ部屋,2026/07/11,29,Opera of the wasteland,BanG Dream! ガールズバンドパーティ! IM,Roselia,hossy,
芝ちゃん部屋,2026/07/11,29,Plazma,機動戦士Gundam GQuuuuuuX -Beginning- TM,米津玄師,おげ3,
けんちぃ部屋,2026/07/11,29,Ephemeral【※アニメPV版】,魔法少女リリカルなのは EXCEEDS Ed,青木陽菜,ゆーき,
ながし部屋,2026/07/11,29,オレンジ,四月は君の嘘 ED 2,7!!,ネム,
加古部屋,2026/07/11,29,SAVIOR OF SONG【パート分け】,蒼き鋼のアルペジオ-アルス・ノヴァ- OP,ナノ feat. MY FIRST STORY,加古,
タマ部屋,2026/07/11,28,Revive【パート分け】,勇者のクズ OP,ClariS,naoo,
ながし部屋,2026/07/11,28,マーブル,輪廻のラグランジェ OP,中島愛,A,
芝ちゃん部屋,2026/07/11,28,アレンビーの初恋,機動武闘伝Gガンダム Im,B小町,三岬加奈,
けんちぃ部屋,2026/07/11,28,浪漫街道、お散歩中,骸骨騎士様、只今異世界へお出掛け中Ⅱ OP,PelleK,けんちぃ,練習する
加古部屋,2026/07/11,28,Nursing Angel,ゴーストコンサート : missing Songs IN,"相葉芹亜(CV:藤寺美徳),ナイチンゲール(CV:小清水亜美)",ゆず,
タマ部屋,2026/07/11,27,これはぼくたちの生存のあらすじ【暫定版】,バンドリ! ゆめ∞みた,夢限大みゅーたいぷ,タマ兄,
ながし部屋,2026/07/11,27,風と行く道【Ver1】 キー変更：-3,無職転生～異世界行ったら本気だす～ ED 2,大原ゆい子,ながし,
けんちぃ部屋,2026/07/11,27,誓い,日本三國 ED,Leina,はせ,
芝ちゃん部屋,2026/07/11,27,部屋移動の時間ですか,,,システム,
加古部屋,2026/07/11,27,SDガンダム・パラダイス,機動戦士SDガンダム MK-II IM,立木文彦・西村智博,富居精市,
タマ部屋,2026/07/11,26,やわやわNERD 超FreQuency【パート分け】,一畳間まんきつ暮らし! ED,夢限大みゅーたいぷ,ぴぴ,よろしくお願いします
ながし部屋,2026/07/11,26,Rally Go Round,ニセコイ: OP 1,LiSA,ハピネス,
けんちぃ部屋,2026/07/11,26,のんピースマイペース,ご注文はうさぎですか?,ココア 千夜,にゃむい,
芝ちゃん部屋,2026/07/11,26,イチジク煙,スーパーの裏でヤニ吸うふたり OP,ずっと真夜中でいいのに。,ゆに,
加古部屋,2026/07/11,26,【戦国妖狐 千魔混沌編】[OP]／KATAWARA／Stereo Dive Foundation(On-Off),,,toolbox,
タマ部屋,2026/07/11,25,風のアンセム(最終回反映),とんがり帽子のアトリエ,Eve × suis,あやめ,よろしくっ(*｀･ω・)ゞ
ながし部屋,2026/07/11,25,DREAMS,機動新世紀ガンダムX OP 1,ROMANTIC MODE,ラキア,よろしくお願いします。
けんちぃ部屋,2026/07/11,25,[Bravely You／Lia]Charlotte[on-off]高画質,,,タカヒロ,
芝ちゃん部屋,2026/07/11,25,大好き♡ずっと永遠に♡【パート分け】,君のことが大大大大大好きな100人の彼女,恋太郎ファミリー,芝ちゃん,
加古部屋,2026/07/11,25,感情旋律【※編集有り】,ゴーストコンサート : missing Songs IN,"相葉芹亜(CV:藤寺美徳),MiucS(CV:陶山恵実里)",加古,
タマ部屋,2026/07/11,24,Thankful,笑顔のたえない職場です。 ED,Sizuk,ほっしー,宜しくお願いします
ながし部屋,2026/07/11,24,milky way,ぼっち・ざ・ろっく! CH,"結束バンド,長谷川育美",ネム,よろしくお願いします
けんちぃ部屋,2026/07/11,24,素敵なかんちがい,最強出涸らし皇子の暗躍帝位争い ED,くらわん,ゆーき,
芝ちゃん部屋,2026/07/11,24,GATE II～世界を超えて～,GATE 自衛隊 彼の地にて、斯く戦えり OP 2,岸田教団&The明星ロケッツ,てぃーせぶん,
加古部屋,2026/07/11,24,Distorted Pain キー変更：-6,ゴア・スクリーミング・ショウ,電気式華憐音楽集団,ゆず,
タマ部屋,2026/07/11,23,グッバイ・ララバイ,ブチ切れ令嬢は報復を誓いました。～魔導書の力で祖国を叩き潰します～ ED,大西亜玖璃,naoo,本ターンよろしくお願いします
ながし部屋,2026/07/11,23,Underclass HERO,3年Z組銀八先生 ED,LONGMAN,A,よろしくお願いします
けんちぃ部屋,2026/07/11,23,ひなたぼっこ【_パート分け】,令和のダラさん ED,REIRIE,けんちぃ,
芝ちゃん部屋,2026/07/11,23,メンタルレンタル【第1クール ED】,勇者のクズ ED,紫今,スガ,
加古部屋,2026/07/11,23,陽のあたる場所,仙界伝 封神演義キャラクタービデオ集 ED,米倉千尋,富居精市,
タマ部屋,2026/07/11,22,ポップ・スナック・ジャンクなHUNNY(MVver)【パート分け】,カナン様はあくまでチョロい,あおぎり高校,みなぴー,
ながし部屋,2026/07/11,22,決意の唄 キー変更：-3,無職転生Ⅲ ～異世界行ったら本気だす～ OP,大原ゆい子,ながし,
けんちぃ部屋,2026/07/11,22,決意の唄,無職転生Ⅲ ～異世界行ったら本気だす～ OP,大原ゆい子,はせ,よろしくお願いします!
芝ちゃん部屋,2026/07/11,22,Kill or Kiss,マリッジトキシン OP,平手友梨奈,melfina,
加古部屋,2026/07/11,22,惑星ロボ ダンガードＡ_ささきいさお&ヤング･フレッシュ_すきだッダンガードＡ(UVR-on)【ハネケン】,,,toolbox,
タマ部屋,2026/07/11,21,想歌灯【パート分け】,プリマドール ED 07話～,シャノワール,タカヒロ,
ながし部屋,2026/07/11,21,ちゅーんあっぷ☆,黒猫と魔女の教室,スピラ・スピカ,ハピネス,よろしくお願いいたします
けんちぃ部屋,2026/07/11,21,オトメノホンキ(feat.ハコニワリリィ)修正2【※パート分け(本編1話)】,乙女怪獣キャラメリゼ Ed,MARUMOCHI from HoneyWorks,にゃむい,よろしくお願いします
芝ちゃん部屋,2026/07/11,21,Firetail,ヘルモード～やり込み好きのゲーマーは廃設定の異世界で無双する～ 2期ED,チョーキューメイ,ゆに,
加古部屋,2026/07/11,21,おいでよ!水龍敬ランド,おいでよ!水龍敬ランド ED,民安ともえ,加古,
タマ部屋,2026/07/11,20,マデュアル↔ハート【パート分け】,ヒロイン?聖女?いいえ、オールワークスメイドです(誇)! OP,"メロディ・ウェーブ(CV:宮本侑芽),ルシアナ・ルトルバーグ(CV:大久保瑠美)",タマ兄,今期ならセーフ
ながし部屋,2026/07/11,20,夏に重ねて 1話のみ(on-off)パート分け,転校先の清楚可憐な美少女が、昔男子と思って一緒に遊んだ幼馴染だった件,DIALOGUE+,にゃむい,
けんちぃ部屋,2026/07/11,20,Don't be long,魔法少女リリカルなのは THE MOVIE 1st IN,水樹奈々,タカヒロ,
芝ちゃん部屋,2026/07/11,20,love☆mind,D.C.II S.S. ～ダ・カーポII セカンドシーズン～ In,yozuca,芝ちゃん,
加古部屋,2026/07/11,20,Forever Blue キー変更：-3,イリヤの空、UFOの夏 OP,今井ちひろ,ゆず,
タマ部屋,2026/07/11,19,逆様,氷の城壁 ED,ポルカドットスティングレイ,はせ,
ながし部屋,2026/07/11,19,決戦スピリット,ハイキュー!! TO THE TOP ED,CHiCO with HoneyWorks,hossy,
けんちぃ部屋,2026/07/11,19,CRIMSON BULLET【※アニメ本編1話】,魔法少女リリカルなのは EXCEEDS Op,水樹奈々,ゆーき,よろしくお願いします！
芝ちゃん部屋,2026/07/11,19,Crescendo,不遇職【鑑定士】が実は最強だった OP,ASTERISM,てぃーせぶん,
加古部屋,2026/07/11,19,I wish…,ふしぎ遊戯 IN,冬馬由美,富居精市,
タマ部屋,2026/07/11,18,Hi-Vision,VIRTUAL GIRL @ WORLD'S END Op,夢限大みゅーたいぷ,ネム,
ながし部屋,2026/07/11,18,逆様 キー変更：-3,氷の城壁 ED,ポルカドットスティングレイ,千秋,
けんちぃ部屋,2026/07/11,18,小休止,,,小休止,
芝ちゃん部屋,2026/07/11,18,月に向かって撃て,真夜中ハートチューン OP,星街すいせい,スガ,
加古部屋,2026/07/11,18,超音戦士ボーグマン OP02_夜をぶっとばせ！_HIPS_2CH,,,toolbox,
タマ部屋,2026/07/11,17,貸しっぱなしデスティニー【劇場公開前 アニメ公式 MV】,新劇場版☆ケロロ軍曹 復活して速攻地球滅亡の危機であります!,ano,みなぴー,
ながし部屋,2026/07/11,17,憧憬【パート分け】 キー変更：-2,落第賢者の学院無双～二度目の転生、Sランクチート魔術師冒険録～ ED,TrySail,ながし,
けんちぃ部屋,2026/07/11,17,CLICK,ニセコイ OP,ClariS,ハピネス,
芝ちゃん部屋,2026/07/11,17,ホーミー・タイッ!!【パート分け】,BanG Dream! Our Notes,一家Dumb Rock!,melfina,
加古部屋,2026/07/11,17,Petals,春夏秋冬代行者 春の舞 OP,"Orangestar,夏背",加古,
タマ部屋,2026/07/11,16,質問、恋って何でしょうか?【パート分け】,男女の友情は成立する?(いや、しないっ!!) OP,"HoneyWorks,ハコニワリリィ",タカヒロ,
ながし部屋,2026/07/11,16,あやふわアスタリスク(on-vc)パート分け,弱キャラ友崎くん,DIALOGUE+,ぴぴ,よろしくお願いします。オンボ20％にしてみました。歌える方よろしくお願いします。
けんちぃ部屋,2026/07/11,16,マデュアル⇔ハート【_パート分け】,ヒロイン?聖女?いいえ、オールワークスメイドです(誇)! OP,メロディ・ウェーブ(CV.宮本侑芽)、ルシアナ・ルトルバーグ(CV.大久保瑠美),naoo,練習。ルシアナパートいける方いたらお願いします
芝ちゃん部屋,2026/07/11,16,Not a Hero【_パート分け】,LV999の村人 OP,棗いつき×藍月なくる,ゆに,
加古部屋,2026/07/11,16,夜をぶっとばせ,BOUNTY DOG 月面のイブ OP,KASUMI,ゆず,
タマ部屋,2026/07/11,15,夢ファンファーレ【パート分けあり 第10話 ED】,ヒロインたるもの!～嫌われヒロインと内緒のお仕事～ ED 10話,"成海聖奈(CV:雨宮天),成海萌奈(CV:夏川椎菜),HoneyWorks",タマ兄,
ながし部屋,2026/07/11,15,【バンドリ！ ゆめ∞みた】これはぼくたちの生存のあらすじ(暫定版)／夢限大みゅーたいぷ[on-cut],,,にゃむい,
けんちぃ部屋,2026/07/11,15,決意の唄,無職転生Ⅲ ～異世界行ったら本気だす～ OP,大原ゆい子,けんちぃ,
芝ちゃん部屋,2026/07/11,15,はかりたい好感度【プレミアム版最終話反映】,茉莉花ちゃんの好感度はぶっ壊れている Tm,千歳茉莉花(CV内田真礼),芝ちゃん,
加古部屋,2026/07/11,15,なやましマンボ,サクラ大戦 IN,富沢美智恵,富居精市,
タマ部屋,2026/07/11,14,クロニクル,無職転生 ～異世界行ったら本気だす～ クロニクル・オブ・エコーズ 主題歌,大原ゆい子,はせ,練習2w
ながし部屋,2026/07/11,14,【オフボーカル 】Roselia「Determination Symphony」,,,hossy,
けんちぃ部屋,2026/07/11,14,感情グラス【ED6 第6話 ED 張景嵐100%映像】,上伊那ぼたん、酔へる姿は百合の花,張景嵐(CV:河瀬茉希),なお,
芝ちゃん部屋,2026/07/11,14,なんもねえ【コールむっちゃ入れました_bb354】,ヤニねこ OP,忘れらんねえよ,てぃーせぶん,ただ見たいだけで歌えないです！
加古部屋,2026/07/11,14,サイコアーマー ゴーバリアン OP_孤独の旅路 -LONELY JOURNEY-_ネバーランド_2CH_画質UP版,さ,,toolbox,
タマ部屋,2026/07/11,13,More One Night,少女終末旅行 ED,チト[水瀬いのり]ユーリ[久保ユリカ],みなぴー,オンボーカルです。
ながし部屋,2026/07/11,13,Eternalize Love!!【半分ゲーム映像 ニジガク校外学習】,ラブライブ! 虹ヶ咲学園スクールアイドル同好会 トキメキの未来地図主題歌,虹ヶ咲学園スクールアイドル同好会,千秋,
けんちぃ部屋,2026/07/11,13,明日への扉,お隣の天使様にいつの間にか駄目人間にされていた件2 ED4,"高橋未奈美,佐倉綾音",ハピネス,
芝ちゃん部屋,2026/07/11,13,今この胸に滾るのは【bb304】,スノウボールアース ED,ヒグチアイ,スガ,
加古部屋,2026/07/11,13,I am an ARTIST,ゴーストコンサート : missing Songs IN,ネロ(CV:谷山紀章),加古,
タマ部屋,2026/07/11,12,動く、動く,少女終末旅行 OP,チト[水瀬いのり]ユーリ[久保ユリカ],タカヒロ,
ながし部屋,2026/07/11,12,星降る夜の約束 キー変更：-3,領民0人スタートの辺境領主様 ED,花耶,ながし,
けんちぃ部屋,2026/07/11,12,BEAUTIFUL(最終話反映),姫騎士は蛮族の嫁 OP,前島麻由,naoo,
芝ちゃん部屋,2026/07/11,12,これはぼくたちの生存のあらすじ,バンドリ! ゆめ∞みた OP,無限大みゅーたいぷ,melfina,
加古部屋,2026/07/11,12,永遠のイクサー1,戦え!!イクサー1 ACT-3 完結編 ED,柿沢美貴,ゆず,
タマ部屋,2026/07/11,11,とおりゃんせ,かくりよの宿飯 弐 OP,東山奈央,タマ兄,
ながし部屋,2026/07/11,11,証明賛歌,Official Music Video,MyGO!!!!!,にゃむい,
けんちぃ部屋,2026/07/11,11,最最最高級のお世話して,才女のお世話することになりました OP,angela,けんちぃ,
芝ちゃん部屋,2026/07/11,11,/NOMELON NOLEMON,off-弱ボーカル-UVRコーラス入-on,,ゆに,
加古部屋,2026/07/11,11,SUNSET STORY,冥王計画ゼオライマー『大冥界』 IM,PINK JAGUAR,富居精市,
タマ部屋,2026/07/11,10,最最最高級のお世話して,才女のお世話することになりました OP,angela,はせ,練習w
ながし部屋,2026/07/11,10,シャケナベイベー【Ver3 完成版 最終話まで】,マリッジトキシン,AKASAKI,ほっしー,
けんちぃ部屋,2026/07/11,10,Petals,春夏秋冬代行者 春の舞 OP,"Orangestar,夏背",なお,
芝ちゃん部屋,2026/07/11,10,団地妻の誘惑Part2【完全デレギュラ版最終話反映】,インゴクダンチ Tm,miko,芝ちゃん,
加古部屋,2026/07/11,10,【静止画】 輝け!P.A.T（ジャンボーグA）／谷あきら with サークル・バレーズ,,,toolbox,
