部屋主,取得日,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント
けんしん部屋,2026/05/10,20,BRAND NEW FIELD【パート分けver2】,THE IDOLM@STER Prologue SideM -Episode of Jupiter-,Jupiter,せれろん,宜しくお願いします
加古部屋,2026/05/10,20,地球に I Love You,特装機兵ドルバック,WELCOME,だんちょう,
芝ちゃん部屋,2026/05/10,20,【D.CⅢ～ダ・カーポⅢ～】「TRUE MAGIC......」[Op][YURiCa 花たん][ゲーム][悠季](On-Off),,,レイフ,
tukinowa部屋,2026/05/10,20,コンドールマン【OnVocal】(G) -ヤング・フレッシュ -正義のシンボル コンドールマン キー変更：-2,こ,,MAMORU,
crom部屋,2026/05/10,19,【MAO】[ED]呪愛／TRUE(On-Cut)【naoo】,,,きりん,
naoo部屋,2026/05/10,19,君の神話～アクエリオン第二章【Ver2】,アクエリオンEVOL OP1,"AKINO,AKINO with bless4",naoo,本ターンよろしくお願いします。2012年の曲を
冨塚部屋,2026/05/10,19,Trouble Maker,よろしくメカドック IN,日高のり子,富居精市,
けんしん部屋,2026/05/10,19,MELODEA【_MV版】,SI-VIS:The Sound of Heroes 挿入歌,SI-VIS,藤原,
加古部屋,2026/05/10,19,Ender Ember【-監視塔の番人-スペシャルムービー・パート分け有り】,Re:ゼロから始める異世界生活 4th season】 ED6,MYTH & ROID feat. TK,加古、あきらん,
芝ちゃん部屋,2026/05/10,19,Like A Rabbit,D.C.～ダ・カーポ～,芳乃さくら (田村ゆかり),ヒロ,
tukinowa部屋,2026/05/10,19,ムーへ飛べ【2ch off-on】(G) -水木一郎、杉並児童合唱団 -ムーの白鯨,む,,→じょお,
crom部屋,2026/05/10,18,Everlasting Train-終わりなき旅人- (off) エデンズボゥイ (1),,,だんちょう,>> この曲で終了 by crom
naoo部屋,2026/05/10,18,教室モノクローム キー変更：-3,戦姫絶唱シンフォギアG ED,雪音クリス(CV:高垣彩陽),ゆーき,よろしくお願いします！
冨塚部屋,2026/05/10,18,樫の木モック,樫の木モック,小野木久美子・コロムビアゆりかご会,hiro,
けんちぃ部屋,2026/05/10,18,潜在的なアイ【最終話まで】,Fate/strange Fake ED,13.3g,コタ,
加古部屋,2026/05/10,18,Nursing Angel,ゴーストコンサート missing Songs In,相葉芹亜(藤寺美徳)&ナイチンゲール(小清水亜美),あきらん️、加古,加古さん芹亜お願いします！
芝ちゃん部屋,2026/05/10,18,そよ風のハーモニー,D.C.～ダ・カーポ～ IN,白河ことり(CV:堀江由衣),雪兎,
tukinowa部屋,2026/05/10,18,マリン・いのちの旅,宇宙戦士バルディオス ED,伊勢功一,tukinowa,
crom部屋,2026/05/10,17,【薄桜鬼】十六夜涙／吉岡亜衣加【off vocal】,,,睦月★セナ,1ターン目ラスト、皆様ありがとうございました!!
naoo部屋,2026/05/10,17,Vitalization,戦姫絶唱シンフォギアG ED,水樹奈々,ジョージ,
冨塚部屋,2026/05/10,17,,,,お異動ゲレーロ,異動です。
けんちぃ部屋,2026/05/10,17,青のすみか【_Ver2】,呪術廻戦 懐玉・玉折 OP 3,キタニタツヤ,アイス,
けんしん部屋,2026/05/10,17,魔法使いの日記,シャンピニオンの魔女 OP,ロス,和穂,
加古部屋,2026/05/10,17,傷だらけのツバサ,ハーメルンのバイオリン弾き,IKEBUKURO,Kuro,
芝ちゃん部屋,2026/05/10,17,Fly Away T.P.S (on off) T.P.さくら 〜タイムパラディンさくら〜,,,コタ,
tukinowa部屋,2026/05/10,17,少女時代【2ch off-on】(G) -原由子 -YAWARA,,,まる,
crom部屋,2026/05/10,16,ポケットモンスター めざせポケモンマスター_松本梨香.mp4,,,ぽあーる,
naoo部屋,2026/05/10,16,ETERNAL WIND-ほほえみは光る風の中-,機動戦士ガンダムF91 ED,森口博子,ゴウ,
冨塚部屋,2026/05/10,16,ときめきの導火線(TV SIZE),ふしぎ遊戯 ED,今野友加里,富居精市,
けんちぃ部屋,2026/05/10,16,Hallelujah,北斗の拳 -FIST OF THE NORTH STAR- OP,Alexandros,ゆかりん,
けんしん部屋,2026/05/10,16,MONSTER,ようこそ実力至上主義の教室へ 4th Season 2年生編1学期,藍井エイル,ひろえ,
加古部屋,2026/05/10,16,,,,小休止,
芝ちゃん部屋,2026/05/10,16,部屋移動の時間です。,,,システム,
tukinowa部屋,2026/05/10,16,天空の城ラピュタ DVD化キャンペーンテーマソング_君をつれて_石井竜也_2CH,,,くろっぽいねこ,
crom部屋,2026/05/10,15,淋しくて眠れない (cut) メガゾーン23,,,crom,1340部屋移動
naoo部屋,2026/05/10,15,しき_屍鬼_kanon×kanon_カレンデュラ レクイエム__1_yo_off-on_st_,し,,naoo,
冨塚部屋,2026/05/10,15,ひとりぼっちのメグ キー変更：+3,魔女っ子メグちゃん,前川陽子,明（めい）,
けんちぃ部屋,2026/05/10,15,逆夢,劇場版 呪術廻戦 0 ED,King Gnu,けんちぃ,
けんしん部屋,2026/05/10,15,君は【Ver2 最終話まで】,シャンピニオンの魔女 ED,Ms.OOJA,→じょお,
加古部屋,2026/05/10,15,終末のフラクタル キー変更：-4,グリザイアの果実 OP,飛蘭,レイフ,
芝ちゃん部屋,2026/05/10,15,サブマリンユース,クラスで2番目に可愛い女の子と友だちになった OP,reGretGirl,芝ちゃん,
tukinowa部屋,2026/05/10,15,我らの万能戦艦Ν−ノーチラス号,ふしぎの海のナディア,"日髙のり子, 井上喜久子, 大塚明夫, 松本保典, 島香裕, 田原アルノ, 桜井敏治, 滝沢久美子",ぽみ,
crom部屋,2026/05/10,14,燃えるハートで ～レッドリボン軍をやっつけろ～【2ch off-on】(G) -いけたけし -ドラゴンボール,,,あにょん,
naoo部屋,2026/05/10,14,"LAST IMPRESSION【公式MV,前奏バラード無しVer.】",新機動戦記ガンダムW Endless Waltz 特別篇 ED,TWO-MIX,ギン,5分以内に抑えてくれた
冨塚部屋,2026/05/10,14,イビツナコトバ,ツンデレ悪役令嬢リーゼロッテと実況の遠藤くんと解説の小林さん OP,ダズビー,Kuro,
けんちぃ部屋,2026/05/10,14,愛のファンファーレ【パート分け】,悪役令嬢は隣国の王太子に溺愛される OP,"高垣彩陽,城田優",村民,アイスさんお願いしまーす
けんしん部屋,2026/05/10,14,RES∞NALIST,ゴーストコンサート missing Songs In,相葉芹亜(CV:藤寺美徳)、クレオパトラ(CV:日高里菜),けんしん,入れる方いたらお願いします。オンボで入れてます。
加古部屋,2026/05/10,14,RES∞NALIST,ゴーストコンサート missing Songs In,相葉芹亜(CV:藤寺美徳)、クレオパトラ(CV:日高里菜),加古、如月朔耶,
芝ちゃん部屋,2026/05/10,14,笑顔のゲンキ,姫ちゃんのリボン OP,SMAP,ぱにょ,
tukinowa部屋,2026/05/10,14,僕のオネスティ,11人いる! 主題歌,川上進一郎,tukinowa,
tukinowa部屋,2026/05/10,13,海になれたら,海がきこえる ED,坂本洋子,まる,
crom部屋,2026/05/10,13,太陽の勇者ファイバード OP_太陽の翼_鴨下泰子_2CH_画質UP版,,,睦月★セナ,1ターン目はOPばっかりで♪
naoo部屋,2026/05/10,13,祝福【OP&本編映像】,機動戦士ガンダム 水星の魔女 OP1,YOASOBI,hiro,
冨塚部屋,2026/05/10,13,【わがまま☆フェアリーミルモでポン!ちゃあみんぐ】[ED]チェリ・ガール(on-off)／Sana(新谷さなえ),,,ヒロ,
けんちぃ部屋,2026/05/10,13,NE-CHU-SHOW (on off) ババンババンバンバンパイア,,,コタ,
けんしん部屋,2026/05/10,13,ポップ・スナック・ジャンクなHUNNY【パート分け】,カナン様はあくまでチョロい ED,あおぎり高校,みなぴー,13人パート分けです。オンボーカルで。
加古部屋,2026/05/10,13,革命デュアリズム【パート有】,革命機ヴァルヴレイヴ OP 2,"水樹奈々,T.M.Revolution",ハヅキ、レイフ,レイフさんお願いします！
芝ちゃん部屋,2026/05/10,13,99,モブサイコ100 OP,MOB CHOIR,揚丸,
crom部屋,2026/05/10,12,【DRAGON BALL】ドラゴンボール伝説／高橋洋樹（On）,,,だんちょう,
けんちぃ部屋,2026/05/10,12,lulu.,葬送のフリーレン(第2期) OP,Mrs.GREEN APPLE,アイス,
naoo部屋,2026/05/10,12,unravel,東京喰種 OP,TK from 凛として時雨,ゴウ,
tukinowa部屋,2026/05/10,12,ふしぎの海のナディア OP_ブルーウォータ_森川美穂_4CH_画質UP版,ふ,,くろっぽいねこ,
冨塚部屋,2026/05/10,12,乙女爛漫,ふしぎ遊戯 IN,坂本千夏,富居精市,
けんしん部屋,2026/05/10,12,DEAD OR LOVE,逃がした魚は大きかったが釣りあげた魚が大きすぎた件 ED,吉乃,和穂,
加古部屋,2026/05/10,12,天秤-Libra-,白猫プロジェクト ZERO CHRONICLE OP,"西川貴教,ASCA",レイフ、如月朔耶,
芝ちゃん部屋,2026/05/10,12,夜の歌,カードキャプターさくら,岩男潤子,雪兎,
crom部屋,2026/05/10,11,【ドラゴンボールZ】WE GOTTA POWER／影山ヒロノブ(dam),,,ぽあーる,
けんちぃ部屋,2026/05/10,11,飛ぶ時,黄泉のツガイ OP,Vaundy,ゆかりん,
けんしん部屋,2026/05/10,11,初恋モーメント,カナン様はあくまでチョロい OP,Faulieu.,ひろえ,
naoo部屋,2026/05/10,11,僕たちの行方,機動戦士ガンダムSEED DESTINY OP 3,高橋瞳,ギン,先月更新だと
tukinowa部屋,2026/05/10,11,不思議色ハピネス,魔法のスターマジカルエミ OP,小幡洋子,ぽみ,
冨塚部屋,2026/05/10,11,ウルトラリラックス,輝夜月 MAD,篠原ともえ,明（めい）,
加古部屋,2026/05/10,11,カノン (Animelo Summer Live 2013),うたの☆プリンスさまっ♪ マジLOVE2000%,宮野真守,如月朔耶,
芝ちゃん部屋,2026/05/10,11,呪愛,MAO ED,TRUE,きりん,
crom部屋,2026/05/10,10,花のささやき【2ch off-on】(G) -下成佐登子 -少公女セーラ,,,crom,
けんちぃ部屋,2026/05/10,10,えんどろ～る!(パート分け)【ver3.1】,えんどろ～!,勇者パーティー(赤尾ひかる、夏川椎菜、小澤亜李、水瀬いのり),けんちぃ,
けんしん部屋,2026/05/10,10,Dead or Alive,終末のワルキューレⅢ OP,GLAY,→じょお,
naoo部屋,2026/05/10,10,Fighter,鉄血のオルフェンズ OP4,KANA-BOON,naoo,
tukinowa部屋,2026/05/10,10,よろしくチューニング,よろしくメカドック OP,STR!X,tukinowa,
冨塚部屋,2026/05/10,10,ピアニィ・ピンク,CLAMP学園探偵団 OP,ALI PROJECT,Kuro,
加古部屋,2026/05/10,10,TABOO NIGHT XXXX【パート分け】,劇場版 うたの☆プリンスさまっ♪ TABOO NIGHT XXXX LIVE,QUARTET NIGHT,加古,
芝ちゃん部屋,2026/05/10,10,TEST ME,【推しの子】,ちゃんみな,芝ちゃん,
crom部屋,2026/05/10,9,だめよ！だめよ！だめよ！！【2ch off-on】(G) -椎名へきる -YAT安心宇宙旅行,,,あにょん,
芝ちゃん部屋,2026/05/10,9,スキップとローファー OP_メロウ_須田景凪_2CH,す,,ぱにょ,
けんちぃ部屋,2026/05/10,9,花筏 feat.夏背(本編3話～4話),春夏秋冬代行者 春の舞 Ed,Orangestar,村民,
けんしん部屋,2026/05/10,9,星眼鏡,透明男と人間女～そのうち夫婦になるふたり～ ED,石原夏織,けんしん,
naoo部屋,2026/05/10,9,透明,氷の城壁 OP,Novelbright,hiro,
冨塚部屋,2026/05/10,9,19時のニュース_TOKIO,こどものおもちゃ OP,2CH,ヒロ,
tukinowa部屋,2026/05/10,9,OVA 機動戦士ガンダム 第08MS小隊 OP主題歌_嵐の中で輝いて_米倉千尋_4CH,,,まる,
加古部屋,2026/05/10,9,オルフェ【LIVE=2024KING】,うたの☆プリンスさまっ♪ マジLOVE1000% OP,宮野真守×蒼井翔太×内田雄馬,ハヅキ,映像見たさで失礼します！
crom部屋,2026/05/10,8,Angel Blue【2ch off-on】(G) -浜崎直子 -エルフを狩るモノたち,,,睦月★セナ,フリー部屋でしか歌えない懐かし系で♪
芝ちゃん部屋,2026/05/10,8,19時のニュース,こどものおもちゃ,TOKIO,揚丸,
けんちぃ部屋,2026/05/10,8,ときめきポポロン♪ (on off) ご注文はうさぎですか？？,,,コタ,
けんしん部屋,2026/05/10,8,風のアンセム(2人パート),とんがり帽子のアトリエ OP,Eve feat. suis from ヨルシカ,みなぴー,タイミングが難しいのでオンボーカルで入れています。 Eveかヨルシカどちらか出来る人がいましたらお願いします。
naoo部屋,2026/05/10,8,鉄のララバイ,装甲騎兵ボトムズ ペールゼン・ファイルズ,柳ジョージ,ゴウ,
冨塚部屋,2026/05/10,8,Voice,ふしぎ遊戯(OVA) IN,緑川光,富居精市,
tukinowa部屋,2026/05/10,8,ヤマト!!新たなる旅立ち,宇宙戦艦ヤマト 新たなる旅立ち IN,"ささきいさお,フィーリング・フリー",ぽみ,
加古部屋,2026/05/10,8,Vitalization キー変更：-6,戦姫絶唱シンフォギアG ED,水樹奈々,レイフ,
crom部屋,2026/05/10,7,【アイドル伝説えり子】【ED】【UNCHAINED HEART】【橋本舞子】【off-on】,,,だんちょう,
芝ちゃん部屋,2026/05/10,7,ひとつだけcv木本桜/カードキャプターさくら,,,雪兎,
けんちぃ部屋,2026/05/10,7,よあけのうた,呪術廻戦(死滅回游 前編) ED,jo0ji,アイス,
けんしん部屋,2026/05/10,7,誓い,日本三國 ED,Leina,和穂,
naoo部屋,2026/05/10,7,ユキトキ,やはり俺の青春ラブコメはまちがっている。 OP,やなぎなぎ,naoo,
冨塚部屋,2026/05/10,7,give me love me キー変更：+1,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…X ED,蒼井翔太,明（めい）,
tukinowa部屋,2026/05/10,7,(魔法の天使クリィミーマミ)LOVEさりげなく[ED2][太田貴子][1983Q3][2ch Off-On],,,くろっぽいねこ,
加古部屋,2026/05/10,7,Nursing Angel,ゴーストコンサート missing Songs In,相葉芹亜(藤寺美徳)&ナイチンゲール(小清水亜美),如月朔耶,
加古部屋,2026/05/10,7,Nursing Angel,ゴーストコンサート missing Songs In,相葉芹亜(藤寺美徳)&ナイチンゲール(小清水亜美),如月朔耶、加古,
crom部屋,2026/05/10,6,[デジモンアドベンチャー] 和田光司 - Butter-Fly (Animelo Summer Live 2014),,,ぽあーる,
芝ちゃん部屋,2026/05/10,6,恋のレトロニム,九龍ジェネリックロマンス ED,mekakushe,きりん,
けんちぃ部屋,2026/05/10,6,LUCKY,CITY THE ANIMATION,TOMOO,ゆかりん,
けんしん部屋,2026/05/10,6,誓いはキュンと。,逃がした魚は大きかったが釣りあげた魚が大きすぎた件 OP,"HoneyWorks,鈴木愛理",ひろえ,
naoo部屋,2026/05/10,6,One Light,アルスラーン戦記 ED 2,Kalafina,ギン,
冨塚部屋,2026/05/10,6,天使のゆびきり,彼氏彼女の事情,福田舞,Kuro,
tukinowa部屋,2026/05/10,6,マクロス【2ch off-on】(G) -藤原誠 -超時空要塞マクロス,ま,,tukinowa,
加古部屋,2026/05/10,6,Floating up,カルマルカ*サークル OP,KOTOKO,加古,
crom部屋,2026/05/10,5,【宝島】宝島／町田義人(on-UVRchorus-chorus-cut)※OP [修正1]crm,,,crom,
芝ちゃん部屋,2026/05/10,5,マイターン,シャドウバースFLAME Ed,黒羽アリス(CV小倉唯),芝ちゃん,
けんちぃ部屋,2026/05/10,5,フライディ・チャイナタウン(cut&コーラス入-on) ／ ガンバレ！中村くん！！ ED5 ／ 泰葉_けんちぃ_1244,ふ,,けんちぃ,
けんしん部屋,2026/05/10,5,人誑し,あかね噺 OP,桑田佳祐,→じょお,
naoo部屋,2026/05/10,5,零-zero-,スノウボールアース OP,tuki.,hiro,
冨塚部屋,2026/05/10,5,君色思い_SMAP,赤ずきんチャチャ OP,2CH,ヒロ,
tukinowa部屋,2026/05/10,5,RISING,X-MEN OP,AMBIENCE,ぽみ,宜しくお願いいたします。 20年くらい歌っていないので、歌えるかな……
加古部屋,2026/05/10,5,Synchrogazer,戦姫絶唱シンフォギア OP,水樹奈々,ハヅキ,
crom部屋,2026/05/10,4,[宇宙刑事ギャバン] 串田アキラ - 宇宙刑事ギャバン (Animelo Summer Live 2012),,,あにょん,
芝ちゃん部屋,2026/05/10,4,赤ずきんチャチャ OP_君色思い_SMAP_2CH_画質UP版,,,ぱにょ,
けんちぃ部屋,2026/05/10,4,どうかしてる (on off) ダンダダン 第2期,,,コタ,
けんしん部屋,2026/05/10,4,火種【暫定版】,日本三國 OP,キタニタツヤ,けんしん,>> よろしくお願いします。 by けんしん
naoo部屋,2026/05/10,4,カルマ,テイルズ オブ ジ アビス OP,BUMP OF CHICKEN,ゴウ,
冨塚部屋,2026/05/10,4,MIZU-KAGAMI,ふしぎ遊戯 第2部 IN,関智一,富居精市,
tukinowa部屋,2026/05/10,4,天使の絵の具【2ch off-on】(G) -飯島真理 -超時空要塞マクロス,,,まる,
加古部屋,2026/05/10,4,Unite+reactioN,マテリアルブレイブ OP,KOTOKO,レイフ,よろしくお願いします
crom部屋,2026/05/10,3,幽☆遊☆白書 OP_微笑みの爆弾_馬渡松子_2CH,,,睦月★セナ,1ターン目、皆様よろしくお願いします!
芝ちゃん部屋,2026/05/10,3,ポールのミラクル大作戦 OP_ポールの冒険_大杉久美子・コロムビアゆりかご会_2CH,ほ,,揚丸,
けんちぃ部屋,2026/05/10,3,めくるめくランデヴー【_パート分け】,自動販売機に生まれ変わった俺は迷宮を彷徨う 3 ED,FUWAMOCO,アイス,よろしくお願いします
けんしん部屋,2026/05/10,3,Calling【パート分ver3】,魔法の姉妹ルルットリリィ ED,ルルットリリィ,みなぴー,
naoo部屋,2026/05/10,3,飛ぶ時,黄泉のツガイ OP,Vaundy,naoo,よろしくお願いします
冨塚部屋,2026/05/10,3,青春にかけろ!,新エースをねらえ!,VIP,明（めい）,
tukinowa部屋,2026/05/10,3,ああ電子戦隊デンジマン,電子戦隊デンジマン,,くろっぽいねこ,
加古部屋,2026/05/10,3,Exterminate,戦姫絶唱シンフォギアGX OP,水樹奈々,如月朔耶,
crom部屋,2026/05/10,2,六神合体ゴッドマーズ ED_愛の金字塔_樋浦一帆_2CH_画質UP版,,,だんちょう,よろしくお願いします！
芝ちゃん部屋,2026/05/10,2,気になるアイツ,カードキャプターさくら,くまいもとこ,雪兎,
けんちぃ部屋,2026/05/10,2,風のアンセム【_パート分け】,とんがり帽子のアトリエ OP,"Eve,ヨルシカ",村民,
けんしん部屋,2026/05/10,2,茨の道,ゴーストコンサート missing Songs ED,オデッセウス,和穂,
naoo部屋,2026/05/10,2,今も、ありがとう【第4期 ED】,本好きの下剋上 領主の養女,生田絵梨花,ギン,よろしくお願いします
冨塚部屋,2026/05/10,2,明日への勇気,魔法騎士レイアース ED 1,吉成圭子,Kuro,
tukinowa部屋,2026/05/10,2,ヤマトの賦(ふ) - 海神(わだつみ) -,宇宙戦艦ヤマト 完結編 イメージソング,ささきいさお,tukinowa,
加古部屋,2026/05/10,2,マジLOVE2000%【アニメ】,うたの☆プリンスさまっ♪ マジLOVE2000% ED,ST☆RISH,加古,
crom部屋,2026/05/10,1,【機動戦士ガンダム00劇場版】クオリア／UVERworld【on Vocal】,,,test,
芝ちゃん部屋,2026/05/10,1,プラットフォーム【最終話反映】,永久のユウグレ OP,Uru,きりん,
けんしん部屋,2026/05/10,1,業魂REQUIEMER,ゴーストコンサート : missing Songs OP,"藤寺美徳,相葉芹亜",ひろえ,
naoo部屋,2026/05/10,1,だってアタシのヒーロー。,僕のヒーローアカデミア ED 3,LiSA,hiro,hiroです、よろしくお願いします。
冨塚部屋,2026/05/10,1,素敵な小夜曲,ママレード♡ボーイ ED 1,藤原美穂,ヒロ,よろしくお願いします。
tukinowa部屋,2026/05/10,1,タイムリミット【2ch off-on】(G) -水木一郎 -超人機メタルダー,た,,test,
加古部屋,2026/05/10,1,翼はPleasure Line,クロノクルセイド -CHRNO CRUSADE- OP,栗林みな実,ハヅキ,
ぬこ部屋,2026/05/09,109,Butter-Fly,デジモンアドベンチャー OP,和田光司,ぬこ,
ぬこ部屋,2026/05/09,108,"シンデレラのラララ♡【アニメ,パート分け有】",ひみつのアイプリ Ed,超ときめき♡宣伝部,芝ちゃん,
ぬこ部屋,2026/05/09,107,茨の道,ゴーストコンサート missing Songs Ed,オデッセウス(CV:寿美菜子),みにゅ,
ぬこ部屋,2026/05/09,106,ゼンセカイ歌姫宣言,プリンセッション・オーケストラ In,オルケリア,加古,
ぬこ部屋,2026/05/09,105,アドレナ,花ざかりの君たちへ OP,YOASOBI,たてやま,
ぬこ部屋,2026/05/09,104,GO MY WAY!!,THE iDOLM@STER ED,765+876PRO ALLSTARS,ぬこ,
ぬこ部屋,2026/05/09,103,"恋はプリズム【アニメ,パート分け有り※プレミアム版】",イチゴ哀歌～雑で生イキな妹と割り切れない兄～ Tm,あかしゆきと乙倉ゅい,芝ちゃん,
ぬこ部屋,2026/05/09,102,EVERYBODY! EVERYBODY!【パート有】,異世界魔王と召喚少女の奴隷魔術Ω OP,"芹澤優,DJ KOO,MOTSU",みにゅ,
ぬこ部屋,2026/05/09,101,L.L.L.,オーバーロード,MYTH & ROID,加古,
ぬこ部屋,2026/05/09,100,Tumbling Dice【第2クール ED】,凍牌～裏レート麻雀闘牌録～,えなこ×草野華余子,たてやま,
ぬこ部屋,2026/05/09,99,暮れなずむ約束,ピーター・グリルと賢者の時間 Super Extra OP,ヰ世界情緒,ぬこ,
ぬこ部屋,2026/05/09,98,"はかりたい好感度【アニメ,プレミアム版】",茉莉花ちゃんの好感度はぶっ壊れている Tm,千歳茉莉花(CV内田真礼),芝ちゃん,
ぬこ部屋,2026/05/09,97,結界【アニメ】,陰陽師本格幻想RPG,"水樹奈々,宮野真守",みにゅ,
ぬこ部屋,2026/05/09,96,God's S.T.A.R.,うたの☆プリンスさまっ♪ マジLOVEレジェンドスター,QUARTET NIGHT,加古,
ぬこ部屋,2026/05/09,95,Unchain×Unchain,黄昏アウトフォーカス,Amber's,たてやま,
冨塚部屋,2026/05/09,95,Film Noir,冥刻學園 受胎編 ED,小倉結衣,富居精市,
ぬこ部屋,2026/05/09,94,Re-Sublimity,神無月の巫女 OP,KOTOKO,ぬこ,
冨塚部屋,2026/05/09,94,Twin memories,ツインビーPARADISE,国府田マリ子,せれろん,
ぬこ部屋,2026/05/09,93,agony,神無月の巫女 ED,KOTOKO,ぬこ,
冨塚部屋,2026/05/09,93,Sincerely,ヴァイオレット・エヴァーガーデン OP,TRUE,愁,
ぬこ部屋,2026/05/09,92,"団地妻の誘惑Part2【アニメ,完全デレギュラ版】",インゴクダンチ Tm,miko,芝ちゃん,
冨塚部屋,2026/05/09,92,十六夜のプンダリーカ,機動戦士SDガンダム MK-IV ED,水谷優子,あにょん,
ぬこ部屋,2026/05/09,91,なんしよーと?ドゲンジャーズ!,ドゲンジャ-ズ,児塚あすか,みにゅ,
冨塚部屋,2026/05/09,91,Meteor Light,戦姫絶唱シンフォギア ED 1,高垣彩陽,コタ,
ぬこ部屋,2026/05/09,90,スーパーウルトラハイパーミラクルロマンチック,ヴァルキリードライヴ マーメイド,"敷島魅麗(CV:井口裕香),処女まもり(CV:井澤美香子)",加古,
冨塚部屋,2026/05/09,90,いつまでも with you,七つの海のティコ IM,林原めぐみ,富居精市,
ぬこ部屋,2026/05/09,89,アンドロイドにくびったけ,かくして!マキナさん!! ED,Brave Mental Orchestra,たてやま,
冨塚部屋,2026/05/09,89,【ひみつのアイプリ】『OP3』[どきどき　きらめき　バズリウム]「P丸様。」(On-Off)(百合川),,,せれろん,
ぬこ部屋,2026/05/09,88,そこにあるのが未来だから,マクロス7,FLASCHAKAYA,ぬこ,
冨塚部屋,2026/05/09,88,Don't say lazy キー変更：-2,けいおん! ED,桜高軽音部,愁,
ぬこ部屋,2026/05/09,87,君を通して,彼女、お借りします In,雨宮天,芝ちゃん,
冨塚部屋,2026/05/09,87,突撃軍歌ガンパレード・マーチ,ガンパレード・マーチ OP,きだたにひろし,あにょん,
ぬこ部屋,2026/05/09,86,Hey!!北九州,キタキュウマン PV,マグマ,みにゅ,
冨塚部屋,2026/05/09,86,PROUD OF YOU (on off) R-TYPE FINAL,,,コタ,
ぬこ部屋,2026/05/09,85,いけないボーダーライン,マクロスΔ(デルタ) IN 第2話、第8話、第13話,ワルキューレ,加古,
冨塚部屋,2026/05/09,85,勇気を出して,若草物語ナンとジョー先生 IM,伊藤薫,富居精市,
ぬこ部屋,2026/05/09,84,悠久ネバーダイ〔6パート分け〕,劇場版 ゾンビランドサガ ゆめぎんがパラダイス 劇中歌,フランシュシュ,たてやま,
冨塚部屋,2026/05/09,84,幻想の宝石,プリズム☆ま～じカル PRISM Generations! OP,KOTOKO,せれろん,
ぬこ部屋,2026/05/09,83,1st Priority【UVR online版】,ストラトス・フォー OP,メロキュア,小休止,
冨塚部屋,2026/05/09,83,アルカテイル キー変更：-2,Summer Pockets OP,鈴木このみ,愁,
ぬこ部屋,2026/05/09,82,ちゅーんあっぷ☆,黒猫と魔女の教室 ED,スピラ・スピカ,芝ちゃん,
冨塚部屋,2026/05/09,82,WIND&RUN～風と走る～,麻雀物語 シリーズ(パチンコ),風上さやか(日笠陽子),あにょん,
ぬこ部屋,2026/05/09,81,移動〜ラスト,,,小休止,
冨塚部屋,2026/05/09,81,Fu-kin Hi-kin Everyday (on off) V.G,,,コタ,
ぬこ部屋,2026/05/09,80,ノーザンクロス,マクロスF ED 2,May'n,みにゅ,
冨塚部屋,2026/05/09,80,Blue Bird,黒愛～一夜妻館・淫口乱乳録～ OP,金松由花,富居精市,
ぬこ部屋,2026/05/09,79,トライアングラー -fight on stage-【パート分け】,マクロスF,中島愛、May'n,加古,
冨塚部屋,2026/05/09,79,blossom days,ハチミツ乙女blossomdays OP,KOTOKO,せれろん,
ぬこ部屋,2026/05/09,78,Beginning〔6パート分け〕,ゾンビランドサガ リベンジ,フランシュシュ,せれろん,
冨塚部屋,2026/05/09,78,jihad キー変更：-2,"BALDR SKY Dive2 ""RECORDARE"" OP",KOTOKO,愁,
ぬこ部屋,2026/05/09,77,BELIEVERS【アニメ映像ver1.0・1話+番宣映像】,杖と剣のウィストリア OP2,ASH DA HERO,愁,
冨塚部屋,2026/05/09,77,P.S. I LOVE YOU,銀河お嬢様伝説ユナ,PINK SAPPHIRE,あにょん,
ぬこ部屋,2026/05/09,76,ROSE BUD,機動戦艦ナデシコ NADESICO THE MISSION OP,松澤由美,ぬこ,
冨塚部屋,2026/05/09,76,,,,小休止,異動です。
ぬこ部屋,2026/05/09,75,ほろろ逍遥,クジマ歌えば家ほろろ,角銅真実,芝ちゃん,
冨塚部屋,2026/05/09,75,YOUR SONG,吸血鬼ハンターD,TM NETWORK,コタ,
ぬこ部屋,2026/05/09,74,綺麗事,ホロライブ IM,星街すいせい,みにゅ,
冨塚部屋,2026/05/09,74,The Time I'm Seeing You ～君を見つめて～ [2tr VC-ON] ダイナマイト・シゲ,機動戦士ガンダムF91 AR,,富居精市,
ぬこ部屋,2026/05/09,73,Singing Over(パート分け有),SI-VIS: The Sound of Heroes ED2,SI-VIS,加古,
冨塚部屋,2026/05/09,73,すきっちゃん!からチュッ(パート分け),佐賀県唐津市×ゾンビランドサガ スペシャルコラボソング,フランシュシュ,たてやま,
ながし部屋,2026/05/09,72,誓いのWingbeat,BanG Dream! ガールズバンドパーティ! IM,Morfonica,あきらん,
ぬこ部屋,2026/05/09,72,理論武装して,学園アイドルマスター IM,雨夜 燕(天音ゆかり,せれろん,
冨塚部屋,2026/05/09,72,どうしてそうなの?,ふしぎの海のナディア,水谷優子,あにょん,
ながし部屋,2026/05/09,71,Alchemy,Angel Beats! IN,Girls Dead Monster,ゆーき,
ぬこ部屋,2026/05/09,71,Petals,春夏秋冬代行者 春の舞 OP,"Orangestar,夏背",愁,
